Date,Flight Number,From,To,Class,Price,Flow Card,Bags Checked,Meal Type
2024-12-10,PA010,Tokyo,New York,Economy,1235.0,Yes,0,Vegan
2024-10-20,PA005,London,Tokyo,Economy,3175.0,Yes,0,Vegetarian
2024-06-21,PA009,New York,Tokyo,Premium Economy,1000.0,Yes,0,
2024-10-08,PA002,New York,London,Business Class,619.1999999999999,Yes,3,Egg Free
2024-07-14,PA007,New York,Perth,Premium Economy,590.0,Yes,1,Nut Free
2024-09-27,PA007,New York,Perth,Business Class,459.59999999999997,Yes,3,Egg Free
2024-11-21,PA010,Tokyo,New York,Business Class,518.4,Yes,2,
2024-01-29,PA008,Perth,New York,Business Class,831.6,Yes,3,Egg Free
2024-01-26,PA003,London,Perth,Premium Economy,1485.0,Yes,0,Dairy Free
2024-04-03,PA009,New York,Tokyo,Economy,2290.0,Yes,0,Dairy Free
2024-05-15,PA011,Perth,Tokyo,First Class,382.0,Yes,3,Nut Free
2024-11-13,PA003,London,Perth,Economy,1685.0,Yes,3,Egg Free
2024-11-04,PA007,New York,Perth,Economy,2330.0,Yes,2,
2024-06-25,PA012,Tokyo,Perth,Business Class,697.1999999999999,Yes,0,Dairy Free
2024-10-14,PA007,New York,Perth,Premium Economy,802.5,Yes,0,Vegan
2024-02-01,PA012,Tokyo,Perth,Premium Economy,647.5,Yes,0,Vegetarian
2024-07-06,PA001,London,New York,Economy,1280.0,Yes,0,Egg Free
2024-02-19,PA012,Tokyo,Perth,First Class,340.0,Yes,0,Nut Free
2024-05-11,PA011,Perth,Tokyo,Economy,1565.0,Yes,3,
2024-04-12,PA005,London,Tokyo,Economy,2390.0,Yes,3,Vegetarian
2024-04-06,PA012,Tokyo,Perth,Business Class,302.4,Yes,3,Egg Free
2024-02-07,PA009,New York,Tokyo,First Class,345.0,Yes,1,
2024-07-07,PA003,London,Perth,Premium Economy,762.5,Yes,2,Vegetarian
2024-05-08,PA007,New York,Perth,Premium Economy,1030.0,Yes,2,Egg Free
2024-07-22,PA010,Tokyo,New York,First Class,432.0,Yes,1,Dairy Free
2024-03-26,PA011,Perth,Tokyo,First Class,348.0,Yes,3,Vegetarian
2024-03-25,PA004,Perth,London,First Class,516.0,Yes,3,
2024-12-05,PA005,London,Tokyo,Premium Economy,1690.0,Yes,0,Vegetarian
2024-10-31,PA011,Perth,Tokyo,Economy,1170.0,Yes,1,Nut Free
2024-04-25,PA006,Tokyo,London,First Class,399.0,Yes,1,Nut Free
2024-02-26,PA001,London,New York,Premium Economy,1262.5,Yes,2,Nut Free
2024-04-23,PA001,London,New York,Premium Economy,552.5,Yes,3,Egg Free
2024-08-30,PA009,New York,Tokyo,First Class,482.0,Yes,0,Vegetarian
2024-09-27,PA001,London,New York,Business Class,831.6,Yes,1,Nut Free
2024-04-01,PA005,London,Tokyo,First Class,270.0,Yes,2,Dairy Free
2024-09-11,PA005,London,Tokyo,Business Class,724.8,Yes,3,Egg Free
2024-12-27,PA005,London,Tokyo,First Class,602.0,Yes,1,
2024-12-23,PA009,New York,Tokyo,Premium Economy,1030.0,Yes,0,Vegetarian
2024-07-10,PA012,Tokyo,Perth,Premium Economy,1592.5,Yes,2,
2024-07-24,PA011,Perth,Tokyo,First Class,413.0,Yes,0,Vegetarian
2024-01-29,PA006,Tokyo,London,Economy,1095.0,Yes,2,Vegan
2024-08-27,PA008,Perth,New York,Premium Economy,1637.5,Yes,0,Egg Free
2024-05-21,PA010,Tokyo,New York,Premium Economy,667.5,Yes,2,Nut Free
2024-09-14,PA009,New York,Tokyo,Economy,2875.0,Yes,1,
2024-01-26,PA011,Perth,Tokyo,First Class,216.0,Yes,2,Vegan
2024-08-15,PA006,Tokyo,London,Economy,2395.0,Yes,1,Egg Free
2024-11-01,PA009,New York,Tokyo,Business Class,373.2,Yes,2,Egg Free
2024-04-03,PA006,Tokyo,London,Economy,1930.0,Yes,3,Vegetarian
2024-12-09,PA002,New York,London,First Class,352.0,Yes,0,Egg Free
2024-05-21,PA002,New York,London,Business Class,795.6,Yes,0,Vegan
2024-06-02,PA011,Perth,Tokyo,Premium Economy,762.5,Yes,2,Vegetarian
2024-10-16,PA011,Perth,Tokyo,First Class,572.0,Yes,1,Vegetarian
2024-11-04,PA001,London,New York,Premium Economy,522.5,Yes,0,Vegan
2024-03-19,PA009,New York,Tokyo,Premium Economy,1170.0,Yes,1,
2024-05-02,PA002,New York,London,Premium Economy,695.0,Yes,1,Vegan
2024-12-12,PA003,London,Perth,Business Class,482.4,Yes,0,
2024-12-28,PA007,New York,Perth,Business Class,460.79999999999995,Yes,1,
2024-09-21,PA002,New York,London,First Class,533.0,Yes,2,Vegan
2024-10-28,PA008,Perth,New York,Premium Economy,1342.5,Yes,2,Vegan
2024-12-21,PA003,London,Perth,Economy,1495.0,Yes,0,Vegan
2024-04-07,PA002,New York,London,Business Class,462.0,Yes,1,Egg Free
2024-01-10,PA007,New York,Perth,Business Class,406.8,Yes,1,Egg Free
2024-09-11,PA004,Perth,London,Premium Economy,1132.5,Yes,2,Egg Free
2024-05-07,PA004,Perth,London,First Class,438.0,Yes,1,
2024-05-01,PA011,Perth,Tokyo,First Class,385.0,Yes,0,Egg Free
2024-09-27,PA008,Perth,New York,Premium Economy,1037.5,Yes,3,Nut Free
2024-10-17,PA007,New York,Perth,Premium Economy,1580.0,Yes,3,Dairy Free
2024-10-07,PA012,Tokyo,Perth,Business Class,387.59999999999997,Yes,0,
2024-03-21,PA004,Perth,London,First Class,260.0,Yes,0,Vegetarian
2024-11-12,PA010,Tokyo,New York,Economy,3295.0,Yes,3,Nut Free
2024-09-21,PA001,London,New York,First Class,215.0,Yes,2,
2024-12-29,PA002,New York,London,First Class,616.0,Yes,1,Nut Free
2024-08-06,PA007,New York,Perth,Business Class,664.8,Yes,0,Dairy Free
2024-09-19,PA006,Tokyo,London,First Class,468.0,Yes,0,Vegan
2024-11-30,PA004,Perth,London,Economy,1200.0,Yes,2,
2024-10-29,PA001,London,New York,Economy,1695.0,Yes,0,Egg Free
2024-12-15,PA008,Perth,New York,Premium Economy,1690.0,Yes,2,Vegan
2024-12-18,PA010,Tokyo,New York,Economy,1335.0,Yes,0,Vegan
2024-01-22,PA012,Tokyo,Perth,Premium Economy,862.5,Yes,0,Dairy Free
2024-06-23,PA004,Perth,London,Business Class,386.4,Yes,0,Vegan
2024-11-04,PA007,New York,Perth,Economy,2455.0,Yes,0,
2024-10-09,PA006,Tokyo,London,Business Class,428.4,Yes,3,Egg Free
2024-09-24,PA002,New York,London,Economy,2690.0,Yes,0,Egg Free
2024-10-01,PA002,New York,London,Economy,1120.0,Yes,1,Dairy Free
2024-11-21,PA011,Perth,Tokyo,First Class,420.0,Yes,0,Egg Free
2024-09-30,PA008,Perth,New York,Premium Economy,1355.0,Yes,1,
2024-08-09,PA006,Tokyo,London,Economy,1515.0,Yes,3,Nut Free
2024-10-20,PA005,London,Tokyo,Premium Economy,832.5,Yes,0,Vegetarian
2024-11-27,PA001,London,New York,Economy,2350.0,Yes,2,Nut Free
2024-09-27,PA004,Perth,London,Economy,2825.0,Yes,3,Vegetarian
2024-12-08,PA003,London,Perth,Premium Economy,1330.0,Yes,2,Dairy Free
2024-02-07,PA009,New York,Tokyo,Business Class,486.0,Yes,2,Dairy Free
2024-03-13,PA011,Perth,Tokyo,First Class,610.0,Yes,1,Vegetarian
2024-01-19,PA006,Tokyo,London,Premium Economy,1160.0,Yes,0,Vegan
2024-07-12,PA012,Tokyo,Perth,Business Class,786.0,Yes,3,Vegan
2024-05-02,PA002,New York,London,First Class,392.0,Yes,2,Vegan
2024-12-12,PA010,Tokyo,New York,First Class,688.0,Yes,0,Egg Free
2024-03-27,PA011,Perth,Tokyo,Premium Economy,1610.0,Yes,3,Nut Free
2024-06-24,PA010,Tokyo,New York,Premium Economy,592.5,Yes,0,Dairy Free
2024-02-08,PA006,Tokyo,London,First Class,272.0,Yes,2,Nut Free
2024-04-20,PA011,Perth,Tokyo,Premium Economy,1517.5,Yes,2,Vegan
2024-09-27,PA002,New York,London,First Class,683.0,Yes,1,Nut Free
2024-08-11,PA011,Perth,Tokyo,Business Class,738.0,Yes,0,Vegan
2024-02-04,PA011,Perth,Tokyo,Business Class,352.8,Yes,2,Vegetarian
2024-01-31,PA005,London,Tokyo,Premium Economy,1692.5,Yes,3,
2024-03-21,PA010,Tokyo,New York,Business Class,447.59999999999997,Yes,1,
2024-06-26,PA010,Tokyo,New York,Premium Economy,1630.0,Yes,2,Dairy Free
2024-09-17,PA010,Tokyo,New York,Business Class,324.0,Yes,1,Vegetarian
2024-02-26,PA002,New York,London,Economy,2560.0,Yes,3,Dairy Free
2024-12-07,PA004,Perth,London,Premium Economy,1582.5,Yes,1,Nut Free
2024-06-11,PA011,Perth,Tokyo,Business Class,480.0,Yes,2,Egg Free
2024-01-05,PA009,New York,Tokyo,Economy,1805.0,Yes,2,Nut Free
2024-08-06,PA009,New York,Tokyo,Economy,1900.0,Yes,2,Nut Free
2024-04-13,PA004,Perth,London,Premium Economy,1340.0,Yes,2,Nut Free
2024-09-20,PA006,Tokyo,London,Business Class,463.2,Yes,0,Nut Free
2024-05-06,PA006,Tokyo,London,Business Class,744.0,Yes,3,Egg Free
2024-01-18,PA004,Perth,London,Economy,1410.0,Yes,0,Dairy Free
2024-01-27,PA002,New York,London,Economy,3160.0,Yes,2,Dairy Free
2024-12-27,PA009,New York,Tokyo,First Class,477.0,Yes,0,Nut Free
2024-08-13,PA010,Tokyo,New York,First Class,660.0,Yes,1,Vegetarian
2024-06-12,PA008,Perth,New York,Economy,1905.0,Yes,2,Vegetarian
2024-09-01,PA012,Tokyo,Perth,Economy,2295.0,Yes,2,Vegan
2024-10-23,PA007,New York,Perth,First Class,414.0,Yes,3,Egg Free
2024-05-20,PA001,London,New York,Premium Economy,1185.0,Yes,1,Vegetarian
2024-02-17,PA008,Perth,New York,Economy,2880.0,Yes,0,Vegetarian
2024-01-29,PA002,New York,London,First Class,649.0,Yes,0,Vegan
2024-08-16,PA004,Perth,London,Economy,3205.0,Yes,0,Dairy Free
2024-01-04,PA002,New York,London,First Class,398.0,Yes,1,Vegetarian
2024-09-06,PA002,New York,London,Economy,2940.0,Yes,0,Egg Free
2024-02-08,PA002,New York,London,Economy,1315.0,Yes,0,Egg Free
2024-06-01,PA001,London,New York,Business Class,751.1999999999999,Yes,2,Vegan
2024-05-14,PA010,Tokyo,New York,First Class,502.0,Yes,1,Dairy Free
2024-10-01,PA008,Perth,New York,Premium Economy,860.0,Yes,3,Egg Free
2024-11-20,PA005,London,Tokyo,Premium Economy,1007.5,Yes,3,Vegetarian
2024-08-02,PA001,London,New York,Premium Economy,1502.5,Yes,0,
2024-06-09,PA002,New York,London,First Class,530.0,Yes,3,Egg Free
2024-04-03,PA003,London,Perth,Economy,1455.0,Yes,0,Egg Free
2024-05-10,PA008,Perth,New York,Business Class,720.0,Yes,0,Egg Free
2024-10-23,PA003,London,Perth,Business Class,295.2,Yes,0,Egg Free
2024-07-29,PA012,Tokyo,Perth,Business Class,840.0,Yes,0,
2024-07-05,PA006,Tokyo,London,Business Class,733.1999999999999,Yes,2,Nut Free
2024-08-23,PA009,New York,Tokyo,Premium Economy,945.0,Yes,1,Egg Free
2024-01-18,PA004,Perth,London,First Class,476.0,Yes,0,Dairy Free
2024-08-17,PA008,Perth,New York,Premium Economy,915.0,Yes,2,Dairy Free
2024-07-28,PA012,Tokyo,Perth,First Class,481.0,Yes,1,Vegetarian
2024-06-24,PA006,Tokyo,London,Business Class,338.4,Yes,3,Nut Free
2024-10-05,PA008,Perth,New York,Economy,1345.0,Yes,3,Nut Free
2024-03-09,PA010,Tokyo,New York,First Class,500.0,Yes,3,Vegan
2024-03-12,PA008,Perth,New York,Economy,1505.0,Yes,3,Vegan
2024-09-22,PA011,Perth,Tokyo,Premium Economy,962.5,Yes,0,Dairy Free
2024-05-29,PA010,Tokyo,New York,First Class,209.0,Yes,3,Vegan
2024-06-27,PA008,Perth,New York,Economy,2310.0,Yes,0,Dairy Free
2024-07-19,PA001,London,New York,First Class,506.0,Yes,0,Dairy Free
2024-09-02,PA007,New York,Perth,Economy,2935.0,Yes,2,Egg Free
2024-12-15,PA009,New York,Tokyo,Business Class,721.1999999999999,Yes,3,
2024-09-07,PA002,New York,London,Business Class,638.4,Yes,2,Egg Free
2024-06-14,PA012,Tokyo,Perth,First Class,415.0,Yes,3,Vegan
2024-08-30,PA011,Perth,Tokyo,Premium Economy,1167.5,Yes,0,Vegetarian
2024-02-25,PA009,New York,Tokyo,Premium Economy,772.5,Yes,0,
2024-01-23,PA007,New York,Perth,Business Class,679.1999999999999,Yes,3,Vegan
2024-02-25,PA005,London,Tokyo,Business Class,523.1999999999999,Yes,1,Nut Free
2024-07-25,PA012,Tokyo,Perth,Business Class,739.1999999999999,Yes,0,Vegetarian
2024-01-21,PA003,London,Perth,First Class,544.0,Yes,1,Dairy Free
2024-01-07,PA001,London,New York,Economy,2720.0,Yes,2,Vegetarian
2024-01-30,PA010,Tokyo,New York,First Class,599.0,Yes,2,Nut Free
2024-08-15,PA009,New York,Tokyo,First Class,618.0,Yes,3,Nut Free
2024-11-23,PA005,London,Tokyo,Premium Economy,1220.0,Yes,1,
2024-01-22,PA008,Perth,New York,Business Class,297.59999999999997,Yes,0,Nut Free
2024-12-12,PA009,New York,Tokyo,Economy,2040.0,Yes,3,
2024-05-29,PA003,London,Perth,First Class,388.0,Yes,2,Vegan
2024-04-23,PA009,New York,Tokyo,First Class,649.0,Yes,3,Dairy Free
2024-09-10,PA012,Tokyo,Perth,Economy,2400.0,Yes,1,Nut Free
2024-01-29,PA012,Tokyo,Perth,Premium Economy,1287.5,Yes,0,Vegetarian
2024-06-04,PA001,London,New York,Economy,1020.0,Yes,1,Nut Free
2024-06-20,PA008,Perth,New York,Premium Economy,517.5,Yes,2,Dairy Free
2024-05-15,PA001,London,New York,Premium Economy,720.0,Yes,2,Vegetarian
2024-01-09,PA002,New York,London,Business Class,284.4,Yes,2,
2024-09-26,PA011,Perth,Tokyo,Economy,3495.0,Yes,1,Nut Free
2024-03-26,PA012,Tokyo,Perth,Premium Economy,1577.5,Yes,0,Vegetarian
2024-01-07,PA012,Tokyo,Perth,Premium Economy,707.5,Yes,3,Vegetarian
2024-04-01,PA007,New York,Perth,First Class,307.0,Yes,1,Dairy Free
2024-09-07,PA011,Perth,Tokyo,Premium Economy,1557.5,Yes,1,Vegan
2024-08-30,PA008,Perth,New York,Premium Economy,502.5,Yes,1,Egg Free
2024-12-09,PA008,Perth,New York,Premium Economy,1690.0,Yes,3,Nut Free
2024-05-24,PA012,Tokyo,Perth,Economy,2370.0,Yes,0,
2024-07-27,PA011,Perth,Tokyo,Business Class,343.2,Yes,1,Dairy Free
2024-02-17,PA002,New York,London,First Class,461.0,Yes,3,Vegetarian
2024-06-17,PA004,Perth,London,Economy,1755.0,Yes,3,Vegetarian
2024-08-05,PA007,New York,Perth,Economy,2915.0,Yes,2,Vegetarian
2024-11-09,PA010,Tokyo,New York,Economy,1855.0,Yes,3,Dairy Free
2024-06-03,PA007,New York,Perth,First Class,608.0,Yes,3,Egg Free
2024-11-17,PA010,Tokyo,New York,First Class,540.0,Yes,3,Dairy Free
2024-12-25,PA006,Tokyo,London,Premium Economy,1185.0,Yes,0,Vegetarian
2024-10-21,PA003,London,Perth,First Class,493.0,Yes,1,Vegan
2024-09-24,PA001,London,New York,First Class,655.0,Yes,0,Nut Free
2024-04-28,PA010,Tokyo,New York,First Class,569.0,Yes,3,Vegan
2024-08-14,PA005,London,Tokyo,Premium Economy,1050.0,Yes,0,Egg Free
2024-10-01,PA008,Perth,New York,Premium Economy,1487.5,Yes,3,Dairy Free
2024-08-28,PA008,Perth,New York,First Class,523.0,Yes,3,Dairy Free
2024-08-27,PA010,Tokyo,New York,Premium Economy,1475.0,Yes,1,Vegan
2024-07-04,PA011,Perth,Tokyo,First Class,433.0,Yes,2,Egg Free
2024-11-22,PA011,Perth,Tokyo,Premium Economy,1155.0,Yes,1,Vegan
2024-10-11,PA002,New York,London,First Class,344.0,Yes,2,Vegetarian
2024-07-26,PA003,London,Perth,Premium Economy,1277.5,Yes,3,
2024-10-27,PA010,Tokyo,New York,Economy,3145.0,Yes,3,Nut Free
2024-09-18,PA001,London,New York,Business Class,751.1999999999999,Yes,1,Nut Free
2024-08-06,PA007,New York,Perth,First Class,659.0,Yes,2,Dairy Free
2024-03-21,PA009,New York,Tokyo,Premium Economy,647.5,Yes,2,Vegetarian
2024-04-01,PA009,New York,Tokyo,Premium Economy,830.0,Yes,3,Vegetarian
2024-03-30,PA001,London,New York,Business Class,806.4,Yes,2,Nut Free
2024-05-27,PA010,Tokyo,New York,Business Class,703.1999999999999,Yes,3,Nut Free
2024-12-21,PA003,London,Perth,Economy,2585.0,Yes,1,
2024-10-29,PA010,Tokyo,New York,Business Class,410.4,Yes,1,Nut Free
2024-11-11,PA001,London,New York,Business Class,337.2,Yes,2,Nut Free
2024-03-28,PA010,Tokyo,New York,Business Class,523.1999999999999,Yes,1,Vegetarian
2024-07-20,PA012,Tokyo,Perth,Business Class,822.0,Yes,3,Nut Free
2024-06-20,PA006,Tokyo,London,First Class,300.0,Yes,0,Vegan
2024-12-22,PA006,Tokyo,London,Premium Economy,627.5,Yes,1,Egg Free
2024-11-10,PA006,Tokyo,London,Premium Economy,1390.0,Yes,3,Vegetarian
2024-08-08,PA004,Perth,London,Business Class,357.59999999999997,Yes,3,Vegan
2024-02-09,PA001,London,New York,Premium Economy,1167.5,Yes,2,Vegetarian
2024-05-14,PA006,Tokyo,London,Premium Economy,1350.0,Yes,2,Egg Free
2024-02-10,PA001,London,New York,Premium Economy,815.0,Yes,3,Dairy Free
2024-03-20,PA006,Tokyo,London,Economy,1860.0,Yes,2,Dairy Free
2024-04-04,PA009,New York,Tokyo,Premium Economy,1425.0,Yes,2,
2024-12-17,PA012,Tokyo,Perth,Premium Economy,1440.0,Yes,1,
2024-10-27,PA002,New York,London,Business Class,397.2,Yes,1,Vegetarian
2024-08-02,PA005,London,Tokyo,Premium Economy,687.5,Yes,2,Egg Free
2024-12-06,PA001,London,New York,Economy,2635.0,Yes,1,Nut Free
2024-04-05,PA005,London,Tokyo,Premium Economy,1552.5,Yes,0,Egg Free
2024-10-19,PA007,New York,Perth,Economy,2230.0,Yes,0,Dairy Free
2024-09-07,PA003,London,Perth,Business Class,446.4,Yes,3,Vegan
2024-07-12,PA008,Perth,New York,Economy,1165.0,Yes,3,
2024-10-18,PA007,New York,Perth,Business Class,501.59999999999997,Yes,0,Nut Free
2024-05-02,PA003,London,Perth,First Class,668.0,Yes,2,Dairy Free
2024-07-05,PA001,London,New York,Economy,2685.0,Yes,0,Dairy Free
2024-06-22,PA003,London,Perth,Premium Economy,1162.5,Yes,2,Vegetarian
2024-11-28,PA009,New York,Tokyo,Business Class,643.1999999999999,Yes,1,Vegetarian
2024-06-12,PA010,Tokyo,New York,First Class,624.0,Yes,0,
2024-05-20,PA008,Perth,New York,First Class,629.0,Yes,1,Vegan
2024-12-21,PA009,New York,Tokyo,First Class,381.0,Yes,1,Dairy Free
2024-01-25,PA003,London,Perth,Business Class,711.6,Yes,0,Egg Free
2024-05-21,PA006,Tokyo,London,First Class,617.0,Yes,2,Nut Free
2024-01-23,PA001,London,New York,First Class,254.0,Yes,0,Egg Free
2024-10-13,PA011,Perth,Tokyo,Business Class,337.2,Yes,3,Vegetarian
2024-12-20,PA007,New York,Perth,Economy,3045.0,Yes,1,Dairy Free
2024-09-24,PA004,Perth,London,Premium Economy,1075.0,Yes,3,Dairy Free
2024-11-06,PA010,Tokyo,New York,Business Class,277.2,Yes,2,Egg Free
2024-06-29,PA009,New York,Tokyo,Economy,2740.0,Yes,3,Vegan
2024-03-01,PA007,New York,Perth,Business Class,685.1999999999999,Yes,1,Egg Free
2024-09-02,PA008,Perth,New York,First Class,458.0,Yes,0,Dairy Free
2024-04-08,PA010,Tokyo,New York,First Class,223.0,Yes,0,
2024-02-25,PA005,London,Tokyo,Premium Economy,1002.5,Yes,1,Vegan
2024-07-28,PA007,New York,Perth,Economy,1360.0,Yes,3,Vegetarian
2024-12-27,PA012,Tokyo,Perth,Business Class,637.1999999999999,Yes,2,Nut Free
2024-05-06,PA004,Perth,London,Business Class,626.4,Yes,2,Dairy Free
2024-12-29,PA007,New York,Perth,First Class,607.0,Yes,0,
2024-06-27,PA006,Tokyo,London,Premium Economy,617.5,Yes,0,
2024-06-21,PA005,London,Tokyo,Economy,2635.0,Yes,1,Vegan
2024-02-15,PA006,Tokyo,London,Economy,3445.0,Yes,2,Nut Free
2024-10-03,PA006,Tokyo,London,Economy,2805.0,Yes,3,Vegan
2024-04-04,PA012,Tokyo,Perth,Economy,3190.0,Yes,2,Egg Free
2024-09-16,PA002,New York,London,Premium Economy,720.0,Yes,3,Nut Free
2024-04-25,PA003,London,Perth,Economy,2450.0,Yes,3,Egg Free
2024-06-09,PA001,London,New York,Business Class,584.4,Yes,3,
2024-06-14,PA009,New York,Tokyo,Premium Economy,695.0,Yes,2,Nut Free
2024-03-14,PA002,New York,London,Premium Economy,1360.0,Yes,3,Dairy Free
2024-06-23,PA010,Tokyo,New York,Economy,2345.0,Yes,0,Dairy Free
2024-10-13,PA010,Tokyo,New York,First Class,615.0,Yes,3,Egg Free
2024-01-24,PA007,New York,Perth,Premium Economy,1462.5,Yes,1,Vegetarian
2024-09-09,PA010,Tokyo,New York,Business Class,540.0,Yes,2,Vegan
2024-01-11,PA008,Perth,New York,Business Class,516.0,Yes,2,Vegan
2024-11-10,PA010,Tokyo,New York,First Class,595.0,Yes,3,Dairy Free
2024-12-01,PA007,New York,Perth,Premium Economy,637.5,Yes,0,Vegetarian
2024-08-22,PA012,Tokyo,Perth,First Class,605.0,Yes,3,Vegetarian
2024-11-26,PA005,London,Tokyo,First Class,316.0,Yes,3,Dairy Free
2024-02-17,PA003,London,Perth,First Class,561.0,Yes,1,Dairy Free
2024-05-07,PA002,New York,London,Premium Economy,895.0,Yes,3,Dairy Free
2024-05-24,PA009,New York,Tokyo,First Class,514.0,Yes,1,Vegetarian
2024-08-09,PA008,Perth,New York,Business Class,366.0,Yes,3,Vegetarian
2024-12-28,PA012,Tokyo,Perth,Premium Economy,1357.5,Yes,2,Dairy Free
2024-01-17,PA004,Perth,London,Economy,2120.0,Yes,0,Nut Free
2024-12-02,PA006,Tokyo,London,First Class,397.0,Yes,2,Egg Free
2024-12-18,PA010,Tokyo,New York,First Class,697.0,Yes,1,Dairy Free
2024-02-21,PA004,Perth,London,Business Class,606.0,Yes,2,Nut Free
2024-04-23,PA008,Perth,New York,Premium Economy,750.0,Yes,1,Vegan
2024-04-18,PA009,New York,Tokyo,Economy,2280.0,Yes,0,Egg Free
2024-02-03,PA008,Perth,New York,First Class,682.0,Yes,2,Vegetarian
2024-06-30,PA003,London,Perth,Premium Economy,1417.5,Yes,1,Egg Free
2024-04-13,PA009,New York,Tokyo,Business Class,783.6,Yes,2,Vegan
2024-07-27,PA009,New York,Tokyo,Economy,2625.0,Yes,2,
2024-03-16,PA011,Perth,Tokyo,First Class,404.0,Yes,0,Dairy Free
2024-06-20,PA001,London,New York,Economy,2015.0,Yes,0,
2024-03-02,PA007,New York,Perth,Business Class,475.2,Yes,1,Vegan
2024-05-31,PA001,London,New York,Business Class,438.0,Yes,0,Vegetarian
2024-04-28,PA002,New York,London,Business Class,807.6,Yes,3,Vegetarian
2024-09-19,PA007,New York,Perth,Economy,2005.0,Yes,2,Vegetarian
2024-12-05,PA003,London,Perth,Business Class,360.0,Yes,0,Vegetarian
2024-09-22,PA002,New York,London,Premium Economy,900.0,Yes,1,Egg Free
2024-05-25,PA003,London,Perth,Business Class,440.4,Yes,1,Vegan
2024-10-18,PA003,London,Perth,Business Class,446.4,Yes,3,Dairy Free
2024-11-14,PA010,Tokyo,New York,First Class,415.0,Yes,3,Egg Free
2024-01-15,PA008,Perth,New York,Business Class,716.4,Yes,3,Dairy Free
2024-02-19,PA006,Tokyo,London,Economy,1920.0,Yes,3,
2024-04-19,PA004,Perth,London,Economy,2015.0,Yes,3,Vegan
2024-05-02,PA009,New York,Tokyo,Premium Economy,1547.5,Yes,2,Egg Free
2024-10-27,PA008,Perth,New York,Premium Economy,1015.0,Yes,2,Vegan
2024-07-26,PA007,New York,Perth,Premium Economy,747.5,Yes,1,Vegetarian
2024-02-07,PA003,London,Perth,First Class,378.0,Yes,2,
2024-11-01,PA010,Tokyo,New York,First Class,626.0,Yes,3,Egg Free
2024-11-19,PA011,Perth,Tokyo,Economy,2370.0,Yes,1,
2024-07-25,PA002,New York,London,First Class,620.0,Yes,0,
2024-10-30,PA001,London,New York,Business Class,692.4,Yes,3,Vegan
2024-05-14,PA007,New York,Perth,Business Class,586.8,Yes,3,Nut Free
2024-01-20,PA002,New York,London,First Class,201.0,Yes,2,Egg Free
2024-01-16,PA002,New York,London,First Class,421.0,Yes,1,Nut Free
2024-05-23,PA012,Tokyo,Perth,Economy,1780.0,Yes,1,Vegan
2024-08-10,PA008,Perth,New York,Premium Economy,1325.0,Yes,2,
2024-08-09,PA002,New York,London,First Class,323.0,Yes,1,Nut Free
2024-05-05,PA004,Perth,London,Premium Economy,962.5,Yes,3,Vegan
2024-04-23,PA003,London,Perth,Premium Economy,1575.0,Yes,1,
2024-05-20,PA002,New York,London,Premium Economy,1660.0,Yes,2,Nut Free
2024-06-14,PA004,Perth,London,Premium Economy,1080.0,Yes,1,Egg Free
2024-01-29,PA001,London,New York,First Class,251.0,Yes,3,Dairy Free
2024-10-09,PA012,Tokyo,Perth,Economy,2285.0,Yes,1,Nut Free
2024-03-02,PA012,Tokyo,Perth,Business Class,752.4,Yes,2,Nut Free
2024-08-03,PA008,Perth,New York,Economy,2255.0,Yes,3,Dairy Free
2024-08-08,PA004,Perth,London,Premium Economy,1452.5,Yes,0,Dairy Free
2024-12-04,PA012,Tokyo,Perth,Premium Economy,1015.0,Yes,0,Vegan
2024-02-01,PA004,Perth,London,Economy,2520.0,Yes,0,Egg Free
2024-05-29,PA007,New York,Perth,Business Class,439.2,Yes,1,Nut Free
2024-08-21,PA003,London,Perth,Economy,1220.0,Yes,3,Vegetarian
2024-03-03,PA005,London,Tokyo,Economy,1225.0,Yes,0,
2024-05-22,PA003,London,Perth,Economy,3415.0,Yes,0,Nut Free
2024-08-08,PA004,Perth,London,First Class,604.0,Yes,2,Nut Free
2024-12-20,PA009,New York,Tokyo,Business Class,424.8,Yes,3,Egg Free
2024-06-14,PA011,Perth,Tokyo,Economy,1545.0,Yes,1,Nut Free
2024-03-08,PA009,New York,Tokyo,Economy,2355.0,Yes,3,Vegan
2024-05-19,PA004,Perth,London,Premium Economy,1540.0,Yes,0,
2024-04-21,PA009,New York,Tokyo,Premium Economy,1315.0,Yes,2,Egg Free
2024-11-20,PA004,Perth,London,Business Class,818.4,Yes,1,Vegan
2024-10-10,PA007,New York,Perth,Premium Economy,1110.0,Yes,3,
2024-09-26,PA009,New York,Tokyo,Economy,1350.0,Yes,3,Vegetarian
2024-02-13,PA005,London,Tokyo,Premium Economy,685.0,Yes,3,Nut Free
2024-01-27,PA010,Tokyo,New York,First Class,348.0,Yes,2,Dairy Free
2024-02-17,PA001,London,New York,Business Class,397.2,Yes,2,Vegan
2024-01-31,PA005,London,Tokyo,Business Class,806.4,Yes,2,Nut Free
2024-11-13,PA006,Tokyo,London,Premium Economy,1440.0,Yes,0,Vegan
2024-03-21,PA011,Perth,Tokyo,Premium Economy,502.5,Yes,0,Vegetarian
2024-06-07,PA008,Perth,New York,Premium Economy,1572.5,Yes,2,Egg Free
2024-07-18,PA006,Tokyo,London,Economy,1450.0,Yes,1,Vegan
